ejercicio_id,tipo_ejercicio,vocab_id,frase_id,contenido,respuesta,opciones,categoria,dificultad,pista
E0523,seleccionar_imagen,P0302,,Selecciona la imagen que representa 'tamasoli',sapo,sapo|perro|casa|árbol,animales acuáticos,intermedio,Tiene 4 letras y empieza con 's'
E0524,leer_escribir,P0302,,Lee la palabra en náhuatl 'tamasoli' y escribe su traducción al español,sapo,,animales acuáticos,intermedio,Se ve así: s__o
E0525,seleccionar_imagen,P0303,,Selecciona la imagen que representa 'ueyi tekuan michi',tiburón,tiburón|luna|árbol|estrella,animales acuáticos,intermedio,Tiene 7 letras y empieza con 't'
E0526,leer_escribir,P0303,,Lee la palabra en náhuatl 'ueyi tekuan michi' y escribe su traducción al español,tiburón,,animales acuáticos,intermedio,Se ve así: t_____n
E0527,completar_frase,P0303,,Completa: La palabra en náhuatl para 'tiburón' es _____,ueyi tekuan michi,ueyi tekuan michi|ueyxx|otro,animales acuáticos,intermedio,Empieza con: ue
E0528,leer_escribir,P0304,,Lee la palabra en náhuatl 'iluikaktlauilten' y escribe su traducción al español,astros,,astronomía y naturaleza,intermedio,Se ve así: a____s
E0529,completar_frase,P0304,,Completa: La palabra en náhuatl para 'astros' es _____,iluikaktlauilten,iluikaktlauilten|iluxx|otro,astronomía y naturaleza,intermedio,Empieza con: il
E0530,leer_escribir,P0305,,Lee la palabra en náhuatl 'citlalli' y escribe su traducción al español,estrella,,astronomía y naturaleza,intermedio,Se ve así: e______a
E0531,completar_frase,P0305,,Completa: La palabra en náhuatl para 'estrella' es _____,citlalli,citlalli|otro|illal,astronomía y naturaleza,intermedio,Empieza con: ci
E0532,leer_escribir,P0306,,Lee la palabra en náhuatl 'metstli' y escribe su traducción al español,luna,,astronomía y naturaleza,intermedio,Se ve así: l__a
E0533,leer_escribir,P0307,,Lee la palabra en náhuatl 'tonali' y escribe su traducción al español,sol,,astronomía y naturaleza,basico,Se ve así: s_l
E0534,leer_escribir,P0308,,Lee la palabra en náhuatl 'xiujpa’jme' y escribe su traducción al español,botánica,,otras,intermedio,Se ve así: b______a
E0535,completar_frase,P0308,,Completa: La palabra en náhuatl para 'botánica' es _____,xiujpa’jme,xiujpa’jme|emj’a|otro,otras,intermedio,Empieza con: xi
E0536,leer_escribir,P0309,,Lee la palabra en náhuatl 'axox' y escribe su traducción al español,ajo,,otras,intermedio,Se ve así: a_o
E0537,leer_escribir,P0310,,Lee la palabra en náhuatl 'alauak xiujpa’tli' y escribe su traducción al español,aloe vera,,otras,intermedio,Se ve así: a_______a
E0538,completar_frase,P0310,,Completa: La palabra en náhuatl para 'aloe vera' es _____,alauak xiujpa’tli,alauak xiujpa’tli|ilt’a|otro,otras,intermedio,Empieza con: al
E0539,seleccionar_imagen,P0311,,Selecciona la imagen que representa 'xonakatl',cebolla,cebolla|luna|gato|pájaro,vegetales y hierbas,intermedio,Tiene 7 letras y empieza con 'c'
E0540,leer_escribir,P0311,,Lee la palabra en náhuatl 'xonakatl' y escribe su traducción al español,cebolla,,vegetales y hierbas,intermedio,Se ve así: c_____a
E0541,leer_escribir,P0312,,Lee la palabra en náhuatl 'choto’mitl' y escribe su traducción al español,chotomillo,,números,intermedio,Se ve así: c________o
E0542,completar_frase,P0312,,Completa: La palabra en náhuatl para 'chotomillo' es _____,choto’mitl,choto’mitl|choxx|ltim’,números,intermedio,Empieza con: ch
E0543,leer_escribir,P0313,,Lee la palabra en náhuatl 'uitstli' y escribe su traducción al español,espina,,otras,intermedio,Se ve así: e____a
E0544,leer_escribir,P0314,,Lee la palabra en náhuatl 'uitstlakuatl' y escribe su traducción al español,espina de puercoespin,,otras,intermedio,Se ve así: e___________________n
E0545,completar_frase,P0314,,Completa: La palabra en náhuatl para 'espina de puercoespin' es _____,uitstlakuatl,uitstlakuatl|uitxx|otro,otras,intermedio,Empieza con: ui
E0546,leer_escribir,P0315,,Lee la palabra en náhuatl 'xochitl' y escribe su traducción al español,flor,,otras,intermedio,Se ve así: f__r
E0547,leer_escribir,P0316,,Lee la palabra en náhuatl 'sempoalxochitl' y escribe su traducción al español,flor de muerto,,otras,intermedio,Se ve así: f____________o
E0548,completar_frase,P0316,,Completa: La palabra en náhuatl para 'flor de muerto' es _____,sempoalxochitl,sempoalxochitl|otro|semxx,otras,intermedio,Empieza con: se
E0549,leer_escribir,P0317,,Lee la palabra en náhuatl 'pilonxiuitl' y escribe su traducción al español,florifundio,,otras,intermedio,Se ve así: f_________o
E0550,completar_frase,P0317,,Completa: La palabra en náhuatl para 'florifundio' es _____,pilonxiuitl,pilonxiuitl|pilxx|otro,otras,intermedio,Empieza con: pi
E0551,leer_escribir,P0318,,Lee la palabra en náhuatl 'a’koyo' y escribe su traducción al español,hierba santa,,otras,basico,Se ve así: h__________a
E0552,leer_escribir,P0319,,Lee la palabra en náhuatl 'atochiatl' y escribe su traducción al español,hierbabuena,,otras,intermedio,Se ve así: h_________a
E0553,completar_frase,P0319,,Completa: La palabra en náhuatl para 'hierbabuena' es _____,atochiatl,atochiatl|ltaih|otro,otras,intermedio,Empieza con: at
E0554,leer_escribir,P0320,,Lee la palabra en náhuatl 'xalxokotl xiuitl' y escribe su traducción al español,hoja de guayabo,,otras,intermedio,Se ve así: h_____________o
E0555,completar_frase,P0320,,Completa: La palabra en náhuatl para 'hoja de guayabo' es _____,xalxokotl xiuitl,xalxokotl xiuitl|otro|ltiui,otras,intermedio,Empieza con: xa
E0556,leer_escribir,P0321,,Lee la palabra en náhuatl 'kokokpa’tli' y escribe su traducción al español,jengibre,,otras,intermedio,Se ve así: j______e
E0557,completar_frase,P0321,,Completa: La palabra en náhuatl para 'jengibre' es _____,kokokpa’tli,kokokpa’tli|otro|kokxx,otras,intermedio,Empieza con: ko
E0558,leer_escribir,P0322,,Lee la palabra en náhuatl 'no’pali' y escribe su traducción al español,nopal,,saludos y tiempo,basico,Se ve así: n___l
E0559,completar_frase,P0322,,Completa: La palabra en náhuatl para 'nopal' es _____,no’pali,no’pali|no’xx|ilap’,saludos y tiempo,basico,Empieza con: no
E0560,leer_escribir,P0323,,Lee la palabra en náhuatl 'chichikastli' y escribe su traducción al español,malamujer,,otras,intermedio,Se ve así: m_______r
E0561,completar_frase,P0323,,Completa: La palabra en náhuatl para 'malamujer' es _____,chichikastli,chichikastli|chixx|iltsa,otras,intermedio,Empieza con: ch
E0562,leer_escribir,P0324,,Lee la palabra en náhuatl 'tikixkikilitl' y escribe su traducción al español,malvarón,,otras,intermedio,Se ve así: m______n
E0563,completar_frase,P0324,,Completa: La palabra en náhuatl para 'malvarón' es _____,tikixkikilitl,tikixkikilitl|ltili|otro,otras,intermedio,Empieza con: ti
E0564,leer_escribir,P0325,,Lee la palabra en náhuatl 'totopo' y escribe su traducción al español,ortiga,,otras,basico,Se ve así: o____a
E0565,leer_escribir,P0326,,Lee la palabra en náhuatl 'yiskouitl' y escribe su traducción al español,palo de sangre,,otras,intermedio,Se ve así: p____________e
E0566,completar_frase,P0326,,Completa: La palabra en náhuatl para 'palo de sangre' es _____,yiskouitl,yiskouitl|ltiuo|yisxx,otras,intermedio,Empieza con: yi
E0567,leer_escribir,P0327,,Lee la palabra en náhuatl 'ineluayo totopo' y escribe su traducción al español,raíz de ortiga,,otras,intermedio,Se ve así: r____________a
E0568,completar_frase,P0327,,Completa: La palabra en náhuatl para 'raíz de ortiga' es _____,ineluayo totopo,ineluayo totopo|opoto|inexx,otras,intermedio,Empieza con: in
E0569,leer_escribir,P0328,,Lee la palabra en náhuatl 'xometl' y escribe su traducción al español,sauco,,otras,intermedio,Se ve así: s___o
E0570,leer_escribir,P0329,,Lee la palabra en náhuatl 'chichiktla’soli' y escribe su traducción al español,simonillo,,saludos y tiempo,intermedio,Se ve así: s_______o
E0571,completar_frase,P0329,,Completa: La palabra en náhuatl para 'simonillo' es _____,chichiktla’soli,chichiktla’soli|otro|ilos’,saludos y tiempo,intermedio,Empieza con: ch
E0572,leer_escribir,P0330,,Lee la palabra en náhuatl 'koujtla’tomatl' y escribe su traducción al español,tomatillo,,otras,intermedio,Se ve así: t_______o
E0573,completar_frase,P0330,,Completa: La palabra en náhuatl para 'tomatillo' es _____,koujtla’tomatl,koujtla’tomatl|otro|ltamo,otras,intermedio,Empieza con: ko
E0574,seleccionar_imagen,P0331,,Selecciona la imagen que representa 'tlapalmej',colores,colores|víbora|sol|casa,vegetales y hierbas,intermedio,Tiene 7 letras y empieza con 'c'
E0575,leer_escribir,P0331,,Lee la palabra en náhuatl 'tlapalmej' y escribe su traducción al español,colores,,vegetales y hierbas,intermedio,Se ve así: c_____s
E0576,completar_frase,P0331,,Completa: La palabra en náhuatl para 'colores' es _____,tlapalmej,tlapalmej|otro|jemla,vegetales y hierbas,intermedio,Empieza con: tl
E0577,seleccionar_imagen,P0332,,Selecciona la imagen que representa 'kostik',amarillo,amarillo|pájaro|perro|luna,colores,basico,Tiene 8 letras y empieza con 'a'
E0578,leer_escribir,P0332,,Lee la palabra en náhuatl 'kostik' y escribe su traducción al español,amarillo,,colores,basico,Se ve así: a______o
E0579,seleccionar_imagen,P0333,,Selecciona la imagen que representa 'lalaxtik',anaranjado,anaranjado|gato|luna|víbora,colores,intermedio,Tiene 10 letras y empieza con 'a'
E0580,leer_escribir,P0333,,Lee la palabra en náhuatl 'lalaxtik' y escribe su traducción al español,anaranjado,,colores,intermedio,Se ve así: a________o
E0581,seleccionar_imagen,P0334,,Selecciona la imagen que representa 'nextik',azul,azul|víbora|gato|estrella,colores,intermedio,Tiene 4 letras y empieza con 'a'
E0582,leer_escribir,P0334,,Lee la palabra en náhuatl 'nextik' y escribe su traducción al español,azul,,colores,intermedio,Se ve así: a__l
E0583,seleccionar_imagen,P0335,,Selecciona la imagen que representa 'istak',blanco,blanco|víbora|luna|pájaro,colores,basico,Tiene 6 letras y empieza con 'b'
E0584,leer_escribir,P0335,,Lee la palabra en náhuatl 'istak' y escribe su traducción al español,blanco,,colores,basico,Se ve así: b____o
E0585,seleccionar_imagen,P0336,,Selecciona la imagen que representa 'moyoktik',café,café|víbora|pájaro|perro,colores,intermedio,Tiene 4 letras y empieza con 'c'
E0586,leer_escribir,P0336,,Lee la palabra en náhuatl 'moyoktik' y escribe su traducción al español,café,,colores,intermedio,Se ve así: c__é
E0587,seleccionar_imagen,P0337,,Selecciona la imagen que representa 'kospitlaktik',dorado,dorado|sol|estrella|árbol,colores,intermedio,Tiene 6 letras y empieza con 'd'
E0588,leer_escribir,P0337,,Lee la palabra en náhuatl 'kospitlaktik' y escribe su traducción al español,dorado,,colores,intermedio,Se ve así: d____o
E0589,completar_frase,P0337,,Completa: La palabra en náhuatl para 'dorado' es _____,kospitlaktik,kospitlaktik|kitka|otro,colores,intermedio,Empieza con: ko
E0590,seleccionar_imagen,P0338,,Selecciona la imagen que representa 'poktik',gris,gris|gato|sol|casa,colores,basico,Tiene 4 letras y empieza con 'g'
E0591,leer_escribir,P0338,,Lee la palabra en náhuatl 'poktik' y escribe su traducción al español,gris,,colores,basico,Se ve así: g__s
E0592,leer_escribir,P0339,,Lee la palabra en náhuatl 'tlapalnilotik' y escribe su traducción al español,matizado,,otras,intermedio,Se ve así: m______o
E0593,completar_frase,P0339,,Completa: La palabra en náhuatl para 'matizado' es _____,tlapalnilotik,tlapalnilotik|otro|tlaxx,otras,intermedio,Empieza con: tl
E0594,seleccionar_imagen,P0340,,Selecciona la imagen que representa 'uatsaptik',morado,morado|estrella|casa|luna,colores,intermedio,Tiene 6 letras y empieza con 'm'
E0595,leer_escribir,P0340,,Lee la palabra en náhuatl 'uatsaptik' y escribe su traducción al español,morado,,colores,intermedio,Se ve así: m____o
E0596,completar_frase,P0340,,Completa: La palabra en náhuatl para 'morado' es _____,uatsaptik,uatsaptik|otro|uatxx,colores,intermedio,Empieza con: ua
E0597,seleccionar_imagen,P0341,,Selecciona la imagen que representa 'tliltik',negro,negro|pájaro|estrella|víbora,colores,intermedio,Tiene 5 letras y empieza con 'n'
E0598,leer_escribir,P0341,,Lee la palabra en náhuatl 'tliltik' y escribe su traducción al español,negro,,colores,intermedio,Se ve así: n___o
E0599,seleccionar_imagen,P0342,,Selecciona la imagen que representa 'pitlaktik',plateado,plateado|víbora|árbol|gato,colores,intermedio,Tiene 8 letras y empieza con 'p'
E0600,leer_escribir,P0342,,Lee la palabra en náhuatl 'pitlaktik' y escribe su traducción al español,plateado,,colores,intermedio,Se ve así: p______o
E0601,completar_frase,P0342,,Completa: La palabra en náhuatl para 'plateado' es _____,pitlaktik,pitlaktik|kitka|pitxx,colores,intermedio,Empieza con: pi
E0602,seleccionar_imagen,P0343,,Selecciona la imagen que representa 'chichiltik',rojo,rojo|casa|árbol|luna,colores,intermedio,Tiene 4 letras y empieza con 'r'
E0603,leer_escribir,P0343,,Lee la palabra en náhuatl 'chichiltik' y escribe su traducción al español,rojo,,colores,intermedio,Se ve así: r__o
E0604,completar_frase,P0343,,Completa: La palabra en náhuatl para 'rojo' es _____,chichiltik,chichiltik|kitli|otro,colores,intermedio,Empieza con: ch
E0605,seleccionar_imagen,P0344,,Selecciona la imagen que representa 'achichilotik',rosa,rosa|árbol|pájaro|sol,colores,intermedio,Tiene 4 letras y empieza con 'r'
E0606,leer_escribir,P0344,,Lee la palabra en náhuatl 'achichilotik' y escribe su traducción al español,rosa,,colores,intermedio,Se ve así: r__a
E0607,completar_frase,P0344,,Completa: La palabra en náhuatl para 'rosa' es _____,achichilotik,achichilotik|achxx|kitol,colores,intermedio,Empieza con: ac
E0608,seleccionar_imagen,P0345,,Selecciona la imagen que representa 'naltoktik',transparente,transparente|víbora|árbol|estrella,colores,intermedio,Tiene 12 letras y empieza con 't'
E0609,leer_escribir,P0345,,Lee la palabra en náhuatl 'naltoktik' y escribe su traducción al español,transparente,,colores,intermedio,Se ve así: t__________e
E0610,completar_frase,P0345,,Completa: La palabra en náhuatl para 'transparente' es _____,naltoktik,naltoktik|nalxx|otro,colores,intermedio,Empieza con: na
E0611,seleccionar_imagen,P0346,,Selecciona la imagen que representa 'xoxoktik',verde,verde|casa|estrella|sol,colores,intermedio,Tiene 5 letras y empieza con 'v'
E0612,leer_escribir,P0346,,Lee la palabra en náhuatl 'xoxoktik' y escribe su traducción al español,verde,,colores,intermedio,Se ve así: v___e
E0613,seleccionar_imagen,P0347,,Selecciona la imagen que representa 'axoxoktik',verde agua,verde agua|estrella|perro|víbora,colores,intermedio,Tiene 10 letras y empieza con 'v'
E0614,leer_escribir,P0347,,Lee la palabra en náhuatl 'axoxoktik' y escribe su traducción al español,verde agua,,colores,intermedio,Se ve así: v________a
E0615,completar_frase,P0347,,Completa: La palabra en náhuatl para 'verde agua' es _____,axoxoktik,axoxoktik|otro|kitko,colores,intermedio,Empieza con: ax
E0616,leer_escribir,P0348,,Lee la palabra en náhuatl 'kokolisme'' y escribe su traducción al español,enfermedades,,otras,intermedio,Se ve así: e__________s
E0617,completar_frase,P0348,,Completa: La palabra en náhuatl para 'enfermedades' es _____,kokolisme',kokolisme'|'emsi|otro,otras,intermedio,Empieza con: ko
E0618,leer_escribir,P0349,,Lee la palabra en náhuatl 'tlatlamilkokolistli' y escribe su traducción al español,cáncer,,salud y enfermedades,intermedio,Se ve así: c____r
E0619,completar_frase,P0349,,Completa: La palabra en náhuatl para 'cáncer' es _____,tlatlamilkokolistli,tlatlamilkokolistli|tlaxx|iltsi,salud y enfermedades,intermedio,Empieza con: tl
E0620,leer_escribir,P0350,,Lee la palabra en náhuatl 'tlachixpoliui' y escribe su traducción al español,ceguera,,salud y enfermedades,intermedio,Se ve así: c_____a
E0621,completar_frase,P0350,,Completa: La palabra en náhuatl para 'ceguera' es _____,tlachixpoliui,tlachixpoliui|otro|iuilo,salud y enfermedades,intermedio,Empieza con: tl
E0622,seleccionar_imagen,P0351,,Selecciona la imagen que representa 'chiaukyo’ kokolis',colesterol alto,colesterol alto|casa|pájaro|árbol,vegetales y hierbas,intermedio,Tiene 15 letras y empieza con 'c'
E0623,leer_escribir,P0351,,Lee la palabra en náhuatl 'chiaukyo’ kokolis' y escribe su traducción al español,colesterol alto,,vegetales y hierbas,intermedio,Se ve así: c_____________o
E0624,completar_frase,P0351,,Completa: La palabra en náhuatl para 'colesterol alto' es _____,chiaukyo’ kokolis,chiaukyo’ kokolis|chixx|silok,vegetales y hierbas,intermedio,Empieza con: ch
E0625,leer_escribir,P0352,,Lee la palabra en náhuatl 'kuitlaxkolposauilotl' y escribe su traducción al español,colitis,,salud y enfermedades,intermedio,Se ve así: c_____s
E0626,completar_frase,P0352,,Completa: La palabra en náhuatl para 'colitis' es _____,kuitlaxkolposauilotl,kuitlaxkolposauilotl|otro|ltoli,salud y enfermedades,intermedio,Empieza con: ku
E0627,leer_escribir,P0353,,Lee la palabra en náhuatl 'tlaxotlali' y escribe su traducción al español,cortada,,otras,intermedio,Se ve así: c_____a
E0628,completar_frase,P0353,,Completa: La palabra en náhuatl para 'cortada' es _____,tlaxotlali,tlaxotlali|ilalt|tlaxx,otras,intermedio,Empieza con: tl
E0629,leer_escribir,P0354,,Lee la palabra en náhuatl 'niukyotl kokolistli' y escribe su traducción al español,diabetes,,salud y enfermedades,intermedio,Se ve así: d______s
E0630,completar_frase,P0354,,Completa: La palabra en náhuatl para 'diabetes' es _____,niukyotl kokolistli,niukyotl kokolistli|niuxx|otro,salud y enfermedades,intermedio,Empieza con: ni
E0631,leer_escribir,P0355,,Lee la palabra en náhuatl 'apitsali' y escribe su traducción al español,diarrea,,salud y enfermedades,intermedio,Se ve así: d_____a
E0632,leer_escribir,P0356,,Lee la palabra en náhuatl 'kokoli' y escribe su traducción al español,dolor,,salud y enfermedades,basico,Se ve así: d___r
E0633,seleccionar_imagen,P0357,,Selecciona la imagen que representa 'tsonteko kokolis',dolor de cabeza,dolor de cabeza|gato|víbora|perro,partes del cuerpo,intermedio,Tiene 15 letras y empieza con 'd'
E0634,leer_escribir,P0357,,Lee la palabra en náhuatl 'tsonteko kokolis' y escribe su traducción al español,dolor de cabeza,,partes del cuerpo,intermedio,Se ve así: d_____________a
E0635,completar_frase,P0357,,Completa: La palabra en náhuatl para 'dolor de cabeza' es _____,tsonteko kokolis,tsonteko kokolis|otro|tsoxx,partes del cuerpo,intermedio,Empieza con: ts
E0636,leer_escribir,P0358,,Lee la palabra en náhuatl 'poxtikon kokolis' y escribe su traducción al español,dolor de estómago,,salud y enfermedades,intermedio,Se ve así: d_______________o
E0637,completar_frase,P0358,,Completa: La palabra en náhuatl para 'dolor de estómago' es _____,poxtikon kokolis,poxtikon kokolis|otro|poxxx,salud y enfermedades,intermedio,Empieza con: po
E0638,leer_escribir,P0359,,Lee la palabra en náhuatl 'tlankoch kokolis' y escribe su traducción al español,dolor de muela,,salud y enfermedades,intermedio,Se ve así: d____________a
E0639,completar_frase,P0359,,Completa: La palabra en náhuatl para 'dolor de muela' es _____,tlankoch kokolis,tlankoch kokolis|tlaxx|silok,salud y enfermedades,intermedio,Empieza con: tl
E0640,leer_escribir,P0360,,Lee la palabra en náhuatl 'nakas kokolis' y escribe su traducción al español,dolor de oido,,salud y enfermedades,intermedio,Se ve así: d___________o
E0641,completar_frase,P0360,,Completa: La palabra en náhuatl para 'dolor de oido' es _____,nakas kokolis,nakas kokolis|silok|nakxx,salud y enfermedades,intermedio,Empieza con: na
E0642,leer_escribir,P0361,,Lee la palabra en náhuatl 'totonki' y escribe su traducción al español,fiebre,,salud y enfermedades,basico,Se ve así: f____e
E0643,leer_escribir,P0362,,Lee la palabra en náhuatl 'omiyo postikilotl' y escribe su traducción al español,fractura,,otras,intermedio,Se ve así: f______a
E0644,completar_frase,P0362,,Completa: La palabra en náhuatl para 'fractura' es _____,omiyo postikilotl,omiyo postikilotl|otro|omixx,otras,intermedio,Empieza con: om
E0645,leer_escribir,P0363,,Lee la palabra en náhuatl 'yolixkokolistli' y escribe su traducción al español,gastritis,,salud y enfermedades,intermedio,Se ve así: g_______s
E0646,completar_frase,P0363,,Completa: La palabra en náhuatl para 'gastritis' es _____,yolixkokolistli,yolixkokolistli|yolxx|otro,salud y enfermedades,intermedio,Empieza con: yo
E0647,leer_escribir,P0364,,Lee la palabra en náhuatl 'sauatl' y escribe su traducción al español,grano,,saludos y tiempo,intermedio,Se ve así: g___o
E0648,completar_frase,P0364,,Completa: La palabra en náhuatl para 'grano' es _____,sauatl,sauatl|otro|sauxx,saludos y tiempo,intermedio,Empieza con: sa
E0649,leer_escribir,P0365,,Lee la palabra en náhuatl 'yeso uajkilistli' y escribe su traducción al español,hematoma,,otras,intermedio,Se ve así: h______a
E0650,completar_frase,P0365,,Completa: La palabra en náhuatl para 'hematoma' es _____,yeso uajkilistli,yeso uajkilistli|otro|yesxx,otras,intermedio,Empieza con: ye
E0651,leer_escribir,P0366,,Lee la palabra en náhuatl 'tlapiasyesomaniloli' y escribe su traducción al español,hematuria,,otras,intermedio,Se ve así: h_______a
E0652,completar_frase,P0366,,Completa: La palabra en náhuatl para 'hematuria' es _____,tlapiasyesomaniloli,tlapiasyesomaniloli|iloli|otro,otras,intermedio,Empieza con: tl
E0653,leer_escribir,P0367,,Lee la palabra en náhuatl 'yiskisalistli' y escribe su traducción al español,hemorragia,,otras,intermedio,Se ve así: h________a
E0654,completar_frase,P0367,,Completa: La palabra en náhuatl para 'hemorragia' es _____,yiskisalistli,yiskisalistli|iltsi|otro,otras,intermedio,Empieza con: yi
E0655,leer_escribir,P0368,,Lee la palabra en náhuatl 'tlakokoli' y escribe su traducción al español,herida,,salud y enfermedades,intermedio,Se ve así: h____a
E0656,completar_frase,P0368,,Completa: La palabra en náhuatl para 'herida' es _____,tlakokoli,tlakokoli|otro|tlaxx,salud y enfermedades,intermedio,Empieza con: tl
E0657,leer_escribir,P0369,,Lee la palabra en náhuatl 'posauitlotl' y escribe su traducción al español,hinchazón,,salud y enfermedades,intermedio,Se ve así: h_______n
E0658,completar_frase,P0369,,Completa: La palabra en náhuatl para 'hinchazón' es _____,posauitlotl,posauitlotl|ltolt|posxx,salud y enfermedades,intermedio,Empieza con: po
E0659,leer_escribir,P0370,,Lee la palabra en náhuatl 'ixkuak kokolis' y escribe su traducción al español,migraña,,salud y enfermedades,intermedio,Se ve así: m_____a
E0660,completar_frase,P0370,,Completa: La palabra en náhuatl para 'migraña' es _____,ixkuak kokolis,ixkuak kokolis|otro|silok,salud y enfermedades,intermedio,Empieza con: ix
E0661,leer_escribir,P0371,,Lee la palabra en náhuatl 'tlatlasistli' y escribe su traducción al español,tos,,salud y enfermedades,intermedio,Se ve así: t_s
E0662,completar_frase,P0371,,Completa: La palabra en náhuatl para 'tos' es _____,tlatlasistli,tlatlasistli|tlaxx|otro,salud y enfermedades,intermedio,Empieza con: tl
E0663,leer_escribir,P0372,,Lee la palabra en náhuatl 'temaloua sauatl' y escribe su traducción al español,varicela,,salud y enfermedades,intermedio,Se ve así: v______a
E0664,completar_frase,P0372,,Completa: La palabra en náhuatl para 'varicela' es _____,temaloua sauatl,temaloua sauatl|temxx|ltaua,salud y enfermedades,intermedio,Empieza con: te
E0665,leer_escribir,P0373,,Lee la palabra en náhuatl 'chichikayotl kokolistli' y escribe su traducción al español,vesícula,,otras,intermedio,Se ve así: v______a
E0666,completar_frase,P0373,,Completa: La palabra en náhuatl para 'vesícula' es _____,chichikayotl kokolistli,chichikayotl kokolistli|iltsi|chixx,otras,intermedio,Empieza con: ch
E0667,seleccionar_imagen,P0374,,Selecciona la imagen que representa 'ixmoyaualistli',vista borrosa,vista borrosa|casa|perro|gato,colores,intermedio,Tiene 13 letras y empieza con 'v'
E0668,leer_escribir,P0374,,Lee la palabra en náhuatl 'ixmoyaualistli' y escribe su traducción al español,vista borrosa,,colores,intermedio,Se ve así: v___________a
E0669,completar_frase,P0374,,Completa: La palabra en náhuatl para 'vista borrosa' es _____,ixmoyaualistli,ixmoyaualistli|otro|ixmxx,colores,intermedio,Empieza con: ix
E0670,leer_escribir,P0375,,Lee la palabra en náhuatl 'tepantla’touani' y escribe su traducción al español,abogado,,términos legales,intermedio,Se ve así: a_____o
E0671,completar_frase,P0375,,Completa: La palabra en náhuatl para 'abogado' es _____,tepantla’touani,tepantla’touani|otro|inauo,términos legales,intermedio,Empieza con: te
E0672,leer_escribir,P0376,,Lee la palabra en náhuatl 'tikitlayekankauj' y escribe su traducción al español,acoso,,otras,intermedio,Se ve así: a___o
E0673,completar_frase,P0376,,Completa: La palabra en náhuatl para 'acoso' es _____,tikitlayekankauj,tikitlayekankauj|tikxx|otro,otras,intermedio,Empieza con: ti
E0674,leer_escribir,P0377,,Lee la palabra en náhuatl 'tla’mosiuini' y escribe su traducción al español,hostigador,,otras,intermedio,Se ve así: h________r
E0675,completar_frase,P0377,,Completa: La palabra en náhuatl para 'hostigador' es _____,tla’mosiuini,tla’mosiuini|iniui|tlaxx,otras,intermedio,Empieza con: tl
E0676,leer_escribir,P0378,,Lee la palabra en náhuatl 'amatla’kuiloli' y escribe su traducción al español,acta,,otras,intermedio,Se ve así: a__a
E0677,completar_frase,P0378,,Completa: La palabra en náhuatl para 'acta' es _____,amatla’kuiloli,amatla’kuiloli|otro|iloli,otras,intermedio,Empieza con: am
E0678,leer_escribir,P0379,,Lee la palabra en náhuatl 'sepan tla’tolnamijkayotl' y escribe su traducción al español,acuerdo,,otras,intermedio,Se ve así: a_____o
E0679,completar_frase,P0379,,Completa: La palabra en náhuatl para 'acuerdo' es _____,sepan tla’tolnamijkayotl,sepan tla’tolnamijkayotl|sepxx|otro,otras,intermedio,Empieza con: se
E0680,leer_escribir,P0380,,Lee la palabra en náhuatl 'techankalakilistli' y escribe su traducción al español,allanamiento,,otras,intermedio,Se ve así: a__________o
E0681,completar_frase,P0380,,Completa: La palabra en náhuatl para 'allanamiento' es _____,techankalakilistli,techankalakilistli|iltsi|otro,otras,intermedio,Empieza con: te
E0682,leer_escribir,P0381,,Lee la palabra en náhuatl 'techan tlachtijkiyotl' y escribe su traducción al español,asalto,,otras,intermedio,Se ve así: a____o
E0683,completar_frase,P0381,,Completa: La palabra en náhuatl para 'asalto' es _____,techan tlachtijkiyotl,techan tlachtijkiyotl|otro|ltoyi,otras,intermedio,Empieza con: te
E0684,leer_escribir,P0382,,Lee la palabra en náhuatl 'mijka tlapanalisnimilistli' y escribe su traducción al español,autopsia,,saludos y tiempo,intermedio,Se ve así: a______a
E0685,completar_frase,P0382,,Completa: La palabra en náhuatl para 'autopsia' es _____,mijka tlapanalisnimilistli,mijka tlapanalisnimilistli|otro|mijxx,saludos y tiempo,intermedio,Empieza con: mi
E0686,leer_escribir,P0383,,Lee la palabra en náhuatl 'tlanauatilistli' y escribe su traducción al español,aviso,,otras,intermedio,Se ve así: a___o
E0687,completar_frase,P0383,,Completa: La palabra en náhuatl para 'aviso' es _____,tlanauatilistli,tlanauatilistli|iltsi|tlaxx,otras,intermedio,Empieza con: tl
E0688,leer_escribir,P0384,,Lee la palabra en náhuatl 'tetsakualoyan' y escribe su traducción al español,cárcel,,términos legales,intermedio,Se ve así: c____l
E0689,completar_frase,P0384,,Completa: La palabra en náhuatl para 'cárcel' es _____,tetsakualoyan,tetsakualoyan|otro|tetxx,términos legales,intermedio,Empieza con: te
E0690,leer_escribir,P0385,,Lee la palabra en náhuatl 'tlamiuilistli' y escribe su traducción al español,coito,,otras,intermedio,Se ve así: c___o
E0691,completar_frase,P0385,,Completa: La palabra en náhuatl para 'coito' es _____,tlamiuilistli,tlamiuilistli|iltsi|otro,otras,intermedio,Empieza con: tl
E0692,leer_escribir,P0386,,Lee la palabra en náhuatl 'yekantlalamatl' y escribe su traducción al español,constitución política,,otras,intermedio,Se ve así: c___________________a
