ejercicio_id,tipo_ejercicio,vocab_id,frase_id,contenido,respuesta,opciones,categoria,dificultad
E0651,leer_escribir,P0366,,Lee la palabra en náhuatl 'tlapiasyesomaniloli' y escribe su traducción al español,hematuria,,otras,intermedio
E0652,completar_frase,P0366,,Completa: La palabra en náhuatl para 'hematuria' es _____,tlapiasyesomaniloli,tlapiasyesomaniloli|iloli|otro,otras,intermedio
E0653,leer_escribir,P0367,,Lee la palabra en náhuatl 'yiskisalistli' y escribe su traducción al español,hemorragia,,otras,intermedio
E0654,completar_frase,P0367,,Completa: La palabra en náhuatl para 'hemorragia' es _____,yiskisalistli,yiskisalistli|iltsi|otro,otras,intermedio
E0655,leer_escribir,P0368,,Lee la palabra en náhuatl 'tlakokoli' y escribe su traducción al español,herida,,salud y enfermedades,intermedio
E0656,completar_frase,P0368,,Completa: La palabra en náhuatl para 'herida' es _____,tlakokoli,tlakokoli|otro|tlaxx,salud y enfermedades,intermedio
E0657,leer_escribir,P0369,,Lee la palabra en náhuatl 'posauitlotl' y escribe su traducción al español,hinchazón,,salud y enfermedades,intermedio
E0658,completar_frase,P0369,,Completa: La palabra en náhuatl para 'hinchazón' es _____,posauitlotl,posauitlotl|ltolt|posxx,salud y enfermedades,intermedio
E0659,leer_escribir,P0370,,Lee la palabra en náhuatl 'ixkuak kokolis' y escribe su traducción al español,migraña,,salud y enfermedades,intermedio
E0660,completar_frase,P0370,,Completa: La palabra en náhuatl para 'migraña' es _____,ixkuak kokolis,ixkuak kokolis|otro|silok,salud y enfermedades,intermedio
E0661,leer_escribir,P0371,,Lee la palabra en náhuatl 'tlatlasistli' y escribe su traducción al español,tos,,salud y enfermedades,intermedio
E0662,completar_frase,P0371,,Completa: La palabra en náhuatl para 'tos' es _____,tlatlasistli,tlatlasistli|tlaxx|otro,salud y enfermedades,intermedio
E0663,leer_escribir,P0372,,Lee la palabra en náhuatl 'temaloua sauatl' y escribe su traducción al español,varicela,,salud y enfermedades,intermedio
E0664,completar_frase,P0372,,Completa: La palabra en náhuatl para 'varicela' es _____,temaloua sauatl,temaloua sauatl|temxx|ltaua,salud y enfermedades,intermedio
E0665,leer_escribir,P0373,,Lee la palabra en náhuatl 'chichikayotl kokolistli' y escribe su traducción al español,vesícula,,otras,intermedio
E0666,completar_frase,P0373,,Completa: La palabra en náhuatl para 'vesícula' es _____,chichikayotl kokolistli,chichikayotl kokolistli|iltsi|chixx,otras,intermedio
E0667,seleccionar_imagen,P0374,,Selecciona la imagen que representa 'ixmoyaualistli',vista borrosa,vista borrosa|casa|perro|gato,colores,intermedio
E0668,leer_escribir,P0374,,Lee la palabra en náhuatl 'ixmoyaualistli' y escribe su traducción al español,vista borrosa,,colores,intermedio
E0669,completar_frase,P0374,,Completa: La palabra en náhuatl para 'vista borrosa' es _____,ixmoyaualistli,ixmoyaualistli|otro|ixmxx,colores,intermedio
E0670,leer_escribir,P0375,,Lee la palabra en náhuatl 'tepantla’touani' y escribe su traducción al español,abogado,,términos legales,intermedio
E0671,completar_frase,P0375,,Completa: La palabra en náhuatl para 'abogado' es _____,tepantla’touani,tepantla’touani|otro|inauo,términos legales,intermedio
E0672,leer_escribir,P0376,,Lee la palabra en náhuatl 'tikitlayekankauj' y escribe su traducción al español,acoso,,otras,intermedio
E0673,completar_frase,P0376,,Completa: La palabra en náhuatl para 'acoso' es _____,tikitlayekankauj,tikitlayekankauj|tikxx|otro,otras,intermedio
E0674,leer_escribir,P0377,,Lee la palabra en náhuatl 'tla’mosiuini' y escribe su traducción al español,hostigador,,otras,intermedio
E0675,completar_frase,P0377,,Completa: La palabra en náhuatl para 'hostigador' es _____,tla’mosiuini,tla’mosiuini|iniui|tlaxx,otras,intermedio
E0676,leer_escribir,P0378,,Lee la palabra en náhuatl 'amatla’kuiloli' y escribe su traducción al español,acta,,otras,intermedio
E0677,completar_frase,P0378,,Completa: La palabra en náhuatl para 'acta' es _____,amatla’kuiloli,amatla’kuiloli|otro|iloli,otras,intermedio
E0678,leer_escribir,P0379,,Lee la palabra en náhuatl 'sepan tla’tolnamijkayotl' y escribe su traducción al español,acuerdo,,otras,intermedio
E0679,completar_frase,P0379,,Completa: La palabra en náhuatl para 'acuerdo' es _____,sepan tla’tolnamijkayotl,sepan tla’tolnamijkayotl|sepxx|otro,otras,intermedio
E0680,leer_escribir,P0380,,Lee la palabra en náhuatl 'techankalakilistli' y escribe su traducción al español,allanamiento,,otras,intermedio
E0681,completar_frase,P0380,,Completa: La palabra en náhuatl para 'allanamiento' es _____,techankalakilistli,techankalakilistli|iltsi|otro,otras,intermedio
E0682,leer_escribir,P0381,,Lee la palabra en náhuatl 'techan tlachtijkiyotl' y escribe su traducción al español,asalto,,otras,intermedio
E0683,completar_frase,P0381,,Completa: La palabra en náhuatl para 'asalto' es _____,techan tlachtijkiyotl,techan tlachtijkiyotl|otro|ltoyi,otras,intermedio
E0684,leer_escribir,P0382,,Lee la palabra en náhuatl 'mijka tlapanalisnimilistli' y escribe su traducción al español,autopsia,,saludos y tiempo,intermedio
E0685,completar_frase,P0382,,Completa: La palabra en náhuatl para 'autopsia' es _____,mijka tlapanalisnimilistli,mijka tlapanalisnimilistli|otro|mijxx,saludos y tiempo,intermedio
E0686,leer_escribir,P0383,,Lee la palabra en náhuatl 'tlanauatilistli' y escribe su traducción al español,aviso,,otras,intermedio
E0687,completar_frase,P0383,,Completa: La palabra en náhuatl para 'aviso' es _____,tlanauatilistli,tlanauatilistli|iltsi|tlaxx,otras,intermedio
E0688,leer_escribir,P0384,,Lee la palabra en náhuatl 'tetsakualoyan' y escribe su traducción al español,cárcel,,términos legales,intermedio
E0689,completar_frase,P0384,,Completa: La palabra en náhuatl para 'cárcel' es _____,tetsakualoyan,tetsakualoyan|otro|tetxx,términos legales,intermedio
E0690,leer_escribir,P0385,,Lee la palabra en náhuatl 'tlamiuilistli' y escribe su traducción al español,coito,,otras,intermedio
E0691,completar_frase,P0385,,Completa: La palabra en náhuatl para 'coito' es _____,tlamiuilistli,tlamiuilistli|iltsi|otro,otras,intermedio
E0692,leer_escribir,P0386,,Lee la palabra en náhuatl 'yekantlalamatl' y escribe su traducción al español,constitución política,,otras,intermedio
E0693,completar_frase,P0386,,Completa: La palabra en náhuatl para 'constitución política' es _____,yekantlalamatl,yekantlalamatl|yekxx|ltama,otras,intermedio
E0694,leer_escribir,P0387,,Lee la palabra en náhuatl 'tomin amatl' y escribe su traducción al español,contrato mercantil,,otras,intermedio
E0695,completar_frase,P0387,,Completa: La palabra en náhuatl para 'contrato mercantil' es _____,tomin amatl,tomin amatl|otro|ltama,otras,intermedio
E0696,leer_escribir,P0388,,Lee la palabra en náhuatl 'mokamauiani' y escribe su traducción al español,declaración,,otras,intermedio
E0697,completar_frase,P0388,,Completa: La palabra en náhuatl para 'declaración' es _____,mokamauiani,mokamauiani|inaiu|otro,otras,intermedio
E0698,leer_escribir,P0389,,Lee la palabra en náhuatl 'tla’tlalchiuani' y escribe su traducción al español,delincuente,,otras,intermedio
E0699,completar_frase,P0389,,Completa: La palabra en náhuatl para 'delincuente' es _____,tla’tlalchiuani,tla’tlalchiuani|inaui|otro,otras,intermedio
E0700,leer_escribir,P0390,,Lee la palabra en náhuatl 'tla’tlakolchiualistli' y escribe su traducción al español,delito,,términos legales,intermedio
E0701,completar_frase,P0390,,Completa: La palabra en náhuatl para 'delito' es _____,tla’tlakolchiualistli,tla’tlakolchiualistli|iltsi|tlaxx,términos legales,intermedio
E0702,leer_escribir,P0391,,Lee la palabra en náhuatl 'tlakayotl kitskililistli' y escribe su traducción al español,delito sexual,,términos legales,intermedio
E0703,completar_frase,P0391,,Completa: La palabra en náhuatl para 'delito sexual' es _____,tlakayotl kitskililistli,tlakayotl kitskililistli|iltsi|otro,términos legales,intermedio
E0704,leer_escribir,P0392,,Lee la palabra en náhuatl 'tlateluilistli' y escribe su traducción al español,denuncía,,otras,intermedio
E0705,completar_frase,P0392,,Completa: La palabra en náhuatl para 'denuncía' es _____,tlateluilistli,tlateluilistli|tlaxx|iltsi,otras,intermedio
E0706,leer_escribir,P0393,,Lee la palabra en náhuatl 'tlakatlatsikolilistli' y escribe su traducción al español,detención,,otras,intermedio
E0707,completar_frase,P0393,,Completa: La palabra en náhuatl para 'detención' es _____,tlakatlatsikolilistli,tlakatlatsikolilistli|tlaxx|otro,otras,intermedio
E0708,leer_escribir,P0394,,Lee la palabra en náhuatl 'konetlaka’kayaulis' y escribe su traducción al español,estupro,,otras,intermedio
E0709,completar_frase,P0394,,Completa: La palabra en náhuatl para 'estupro' es _____,konetlaka’kayaulis,konetlaka’kayaulis|silua|otro,otras,intermedio
E0710,leer_escribir,P0395,,Lee la palabra en náhuatl 'tlapaleuil i’yotlamilistli' y escribe su traducción al español,eutanasia,,saludos y tiempo,intermedio
E0711,completar_frase,P0395,,Completa: La palabra en náhuatl para 'eutanasia' es _____,tlapaleuil i’yotlamilistli,tlapaleuil i’yotlamilistli|iltsi|tlaxx,saludos y tiempo,intermedio
E0712,leer_escribir,P0396,,Lee la palabra en náhuatl 'tlamiktiani' y escribe su traducción al español,homicida,,otras,intermedio
E0713,completar_frase,P0396,,Completa: La palabra en náhuatl para 'homicida' es _____,tlamiktiani,tlamiktiani|inait|tlaxx,otras,intermedio
E0714,leer_escribir,P0397,,Lee la palabra en náhuatl 'temiktilistli' y escribe su traducción al español,homicidio,,términos legales,intermedio
E0715,completar_frase,P0397,,Completa: La palabra en náhuatl para 'homicidio' es _____,temiktilistli,temiktilistli|otro|iltsi,términos legales,intermedio
E0716,leer_escribir,P0398,,Lee la palabra en náhuatl 'tlaa’analistli' y escribe su traducción al español,hurto,,otras,intermedio
E0717,completar_frase,P0398,,Completa: La palabra en náhuatl para 'hurto' es _____,tlaa’analistli,tlaa’analistli|tlaxx|otro,otras,intermedio
E0718,leer_escribir,P0399,,Lee la palabra en náhuatl 'tetlalkuikuilistli' y escribe su traducción al español,invasión de tierra,,saludos y tiempo,intermedio
E0719,completar_frase,P0399,,Completa: La palabra en náhuatl para 'invasión de tierra' es _____,tetlalkuikuilistli,tetlalkuikuilistli|otro|iltsi,saludos y tiempo,intermedio
E0720,leer_escribir,P0400,,Lee la palabra en náhuatl 'tiechkauj' y escribe su traducción al español,juez,,términos legales,intermedio
E0721,completar_frase,P0400,,Completa: La palabra en náhuatl para 'juez' es _____,tiechkauj,tiechkauj|tiexx|otro,términos legales,intermedio
E0722,leer_escribir,P0401,,Lee la palabra en náhuatl 'tlajkuilol yekanalistli' y escribe su traducción al español,ley,,otras,intermedio
E0723,completar_frase,P0401,,Completa: La palabra en náhuatl para 'ley' es _____,tlajkuilol yekanalistli,tlajkuilol yekanalistli|otro|iltsi,otras,intermedio
E0724,leer_escribir,P0402,,Lee la palabra en náhuatl 'tikiua’' y escribe su traducción al español,policía,,términos legales,basico
E0725,leer_escribir,P0403,,Lee la palabra en náhuatl 'tsiko’tok tlakatl' y escribe su traducción al español,preso,,otras,intermedio
E0726,completar_frase,P0403,,Completa: La palabra en náhuatl para 'preso' es _____,tsiko’tok tlakatl,tsiko’tok tlakatl|tsixx|ltaka,otras,intermedio
E0727,leer_escribir,P0404,,Lee la palabra en náhuatl 'chiualistli' y escribe su traducción al español,procedimiento,,otras,intermedio
E0728,completar_frase,P0404,,Completa: La palabra en náhuatl para 'procedimiento' es _____,chiualistli,chiualistli|iltsi|chixx,otras,intermedio
E0729,leer_escribir,P0405,,Lee la palabra en náhuatl 'tlainextilistli' y escribe su traducción al español,prueba,,otras,intermedio
E0730,completar_frase,P0405,,Completa: La palabra en náhuatl para 'prueba' es _____,tlainextilistli,tlainextilistli|otro|tlaxx,otras,intermedio
E0731,leer_escribir,P0406,,Lee la palabra en náhuatl 'nechikolilistli' y escribe su traducción al español,reunión,,otras,intermedio
E0732,completar_frase,P0406,,Completa: La palabra en náhuatl para 'reunión' es _____,nechikolilistli,nechikolilistli|iltsi|otro,otras,intermedio
E0733,leer_escribir,P0407,,Lee la palabra en náhuatl 'neteuilistli' y escribe su traducción al español,riña,,otras,intermedio
E0734,completar_frase,P0407,,Completa: La palabra en náhuatl para 'riña' es _____,neteuilistli,neteuilistli|netxx|iltsi,otras,intermedio
E0735,leer_escribir,P0408,,Lee la palabra en náhuatl 'tlaichtikilistli' y escribe su traducción al español,robo,,términos legales,intermedio
E0736,completar_frase,P0408,,Completa: La palabra en náhuatl para 'robo' es _____,tlaichtikilistli,tlaichtikilistli|iltsi|otro,términos legales,intermedio
E0737,leer_escribir,P0409,,Lee la palabra en náhuatl 'tla’ikuilouani' y escribe su traducción al español,secretario,,otras,intermedio
E0738,completar_frase,P0409,,Completa: La palabra en náhuatl para 'secretario' es _____,tla’ikuilouani,tla’ikuilouani|tlaxx|inauo,otras,intermedio
E0739,leer_escribir,P0410,,Lee la palabra en náhuatl 'tlachtijkin tlakatl tomin patlali' y escribe su traducción al español,secuestro,,términos legales,intermedio
E0740,completar_frase,P0410,,Completa: La palabra en náhuatl para 'secuestro' es _____,tlachtijkin tlakatl tomin patlali,tlachtijkin tlakatl tomin patlali|ilalt|tlaxx,términos legales,intermedio
E0741,leer_escribir,P0411,,Lee la palabra en náhuatl 'tlanauatil tla’tolistli' y escribe su traducción al español,sentencia,,términos legales,intermedio
E0742,completar_frase,P0411,,Completa: La palabra en náhuatl para 'sentencia' es _____,tlanauatil tla’tolistli,tlanauatil tla’tolistli|iltsi|tlaxx,términos legales,intermedio
E0743,leer_escribir,P0412,,Lee la palabra en náhuatl 'tlachiani' y escribe su traducción al español,testigo,,términos legales,intermedio
E0744,completar_frase,P0412,,Completa: La palabra en náhuatl para 'testigo' es _____,tlachiani,tlachiani|inaih|otro,términos legales,intermedio
E0745,leer_escribir,P0413,,Lee la palabra en náhuatl 'tlaka uiuilanani' y escribe su traducción al español,tentativa de violación,,términos legales,intermedio
E0746,completar_frase,P0413,,Completa: La palabra en náhuatl para 'tentativa de violación' es _____,tlaka uiuilanani,tlaka uiuilanani|otro|inana,términos legales,intermedio
E0747,leer_escribir,P0414,,Lee la palabra en náhuatl 'tlauiuilanalistli' y escribe su traducción al español,violación,,términos legales,intermedio
E0748,completar_frase,P0414,,Completa: La palabra en náhuatl para 'violación' es _____,tlauiuilanalistli,tlauiuilanalistli|iltsi|tlaxx,términos legales,intermedio
E0749,leer_escribir,P0415,,Lee la palabra en náhuatl 'atl' y escribe su traducción al español,agua,,elementos de la naturaleza,intermedio
E0750,leer_escribir,P0416,,Lee la palabra en náhuatl 'e'ekatl' y escribe su traducción al español,aire,,elementos de la naturaleza,intermedio
E0751,leer_escribir,P0417,,Lee la palabra en náhuatl 'tlali' y escribe su traducción al español,tierra,,elementos de la naturaleza,intermedio
E0752,leer_escribir,P0418,,Lee la palabra en náhuatl 'tlitl' y escribe su traducción al español,fuego,,elementos de la naturaleza,intermedio
E0753,leer_escribir,P0419,,Lee la palabra en náhuatl 'a’kosamalotl' y escribe su traducción al español,arco iris,,astronomía y naturaleza,intermedio
E0754,completar_frase,P0419,,Completa: La palabra en náhuatl para 'arco iris' es _____,a’kosamalotl,a’kosamalotl|a’kxx|otro,astronomía y naturaleza,intermedio
E0755,leer_escribir,P0420,,Lee la palabra en náhuatl 'tlaluiyontli' y escribe su traducción al español,sismo,,saludos y tiempo,intermedio
E0756,completar_frase,P0420,,Completa: La palabra en náhuatl para 'sismo' es _____,tlaluiyontli,tlaluiyontli|iltno|otro,saludos y tiempo,intermedio
E0757,leer_escribir,P0421,,Lee la palabra en náhuatl 'tisiuitl' y escribe su traducción al español,granizo,,elementos de la naturaleza,intermedio
E0758,leer_escribir,P0422,,Lee la palabra en náhuatl 'kiauitl' y escribe su traducción al español,lluvia,,astronomía y naturaleza,intermedio
E0759,leer_escribir,P0423,,Lee la palabra en náhuatl 'mextli' y escribe su traducción al español,nube,,astronomía y naturaleza,intermedio
E0760,leer_escribir,P0424,,Lee la palabra en náhuatl 'pan uitsi itstik' y escribe su traducción al español,nevada,,otras,intermedio
E0761,completar_frase,P0424,,Completa: La palabra en náhuatl para 'nevada' es _____,pan uitsi itstik,pan uitsi itstik|kitst|otro,otras,intermedio
E0762,leer_escribir,P0425,,Lee la palabra en náhuatl 'semanauak' y escribe su traducción al español,mar,,elementos de la naturaleza,intermedio
E0763,completar_frase,P0425,,Completa: La palabra en náhuatl para 'mar' es _____,semanauak,semanauak|kauan|semxx,elementos de la naturaleza,intermedio
E0764,leer_escribir,P0426,,Lee la palabra en náhuatl 'tlapitlanilotl' y escribe su traducción al español,relámpago,,elementos de la naturaleza,intermedio
E0765,completar_frase,P0426,,Completa: La palabra en náhuatl para 'relámpago' es _____,tlapitlanilotl,tlapitlanilotl|tlaxx|ltoli,elementos de la naturaleza,intermedio
E0766,leer_escribir,P0427,,Lee la palabra en náhuatl 'tlatikuinilotl' y escribe su traducción al español,trueno,,saludos y tiempo,intermedio
E0767,completar_frase,P0427,,Completa: La palabra en náhuatl para 'trueno' es _____,tlatikuinilotl,tlatikuinilotl|ltoli|tlaxx,saludos y tiempo,intermedio
E0768,leer_escribir,P0428,,Lee la palabra en náhuatl 'tepetlikonixpopokalistli' y escribe su traducción al español,erupción,,otras,intermedio
E0769,completar_frase,P0428,,Completa: La palabra en náhuatl para 'erupción' es _____,tepetlikonixpopokalistli,tepetlikonixpopokalistli|iltsi|tepxx,otras,intermedio
E0770,leer_escribir,P0429,,Lee la palabra en náhuatl 'ueyatl' y escribe su traducción al español,río,,elementos de la naturaleza,intermedio
E0771,leer_escribir,P0430,,Lee la palabra en náhuatl 'maseualsiuatlakemitl' y escribe su traducción al español,indumentaria de mujer,,otras,intermedio
E0772,completar_frase,P0430,,Completa: La palabra en náhuatl para 'indumentaria de mujer' es _____,maseualsiuatlakemitl,maseualsiuatlakemitl|masxx|ltime,otras,intermedio
E0773,leer_escribir,P0431,,Lee la palabra en náhuatl 'pipiloli' y escribe su traducción al español,aretes,,indumentaria,intermedio
E0774,leer_escribir,P0432,,Lee la palabra en náhuatl 'kamixa’' y escribe su traducción al español,blusa,,indumentaria,intermedio
E0775,leer_escribir,P0433,,Lee la palabra en náhuatl 'koskatl' y escribe su traducción al español,collares,,indumentaria,intermedio
E0776,leer_escribir,P0434,,Lee la palabra en náhuatl 'kue’tli' y escribe su traducción al español,enagua,,elementos de la naturaleza,intermedio
E0777,leer_escribir,P0435,,Lee la palabra en náhuatl 'paxa’tli' y escribe su traducción al español,faja,,otras,intermedio
E0778,leer_escribir,P0436,,Lee la palabra en náhuatl 'tla’tijkue’tli' y escribe su traducción al español,fondo,,otras,intermedio
E0779,completar_frase,P0436,,Completa: La palabra en náhuatl para 'fondo' es _____,tla’tijkue’tli,tla’tijkue’tli|tlaxx|ilt’e,otras,intermedio
E0780,leer_escribir,P0437,,Lee la palabra en náhuatl 'xotikakme' y escribe su traducción al español,huaraches de mujer,,indumentaria,intermedio
E0781,completar_frase,P0437,,Completa: La palabra en náhuatl para 'huaraches de mujer' es _____,xotikakme,xotikakme|emkak|otro,indumentaria,intermedio
E0782,leer_escribir,P0438,,Lee la palabra en náhuatl 'tsonilpikatl' y escribe su traducción al español,listones,,otras,intermedio
E0783,completar_frase,P0438,,Completa: La palabra en náhuatl para 'listones' es _____,tsonilpikatl,tsonilpikatl|tsoxx|ltaki,otras,intermedio
E0784,leer_escribir,P0439,,Lee la palabra en náhuatl 'tsikauastli' y escribe su traducción al español,peine,,indumentaria,intermedio
E0785,completar_frase,P0439,,Completa: La palabra en náhuatl para 'peine' es _____,tsikauastli,tsikauastli|iltsa|tsixx,indumentaria,intermedio
E0786,leer_escribir,P0440,,Lee la palabra en náhuatl 'kichkemitl' y escribe su traducción al español,huipil,,indumentaria,intermedio
E0787,completar_frase,P0440,,Completa: La palabra en náhuatl para 'huipil' es _____,kichkemitl,kichkemitl|ltime|otro,indumentaria,intermedio
E0788,leer_escribir,P0441,,Lee la palabra en náhuatl 'maseualtlakatlakemitl' y escribe su traducción al español,indumentaria de hombre,,otras,intermedio
E0789,completar_frase,P0441,,Completa: La palabra en náhuatl para 'indumentaria de hombre' es _____,maseualtlakatlakemitl,maseualtlakatlakemitl|masxx|ltime,otras,intermedio
E0790,leer_escribir,P0442,,Lee la palabra en náhuatl 'kalson' y escribe su traducción al español,calzón de manta,,indumentaria,intermedio
E0791,leer_escribir,P0443,,Lee la palabra en náhuatl 'tekakme' y escribe su traducción al español,huaraches de hombre,,indumentaria,intermedio
E0792,leer_escribir,P0444,,Lee la palabra en náhuatl 'kichto’mitl' y escribe su traducción al español,jorongo,,indumentaria,intermedio
E0793,completar_frase,P0444,,Completa: La palabra en náhuatl para 'jorongo' es _____,kichto’mitl,kichto’mitl|ltim’|otro,indumentaria,intermedio
E0794,leer_escribir,P0445,,Lee la palabra en náhuatl 'payoj' y escribe su traducción al español,pañuelo,,otras,basico
E0795,leer_escribir,P0446,,Lee la palabra en náhuatl 'kuaseualoni' y escribe su traducción al español,sombrero,,indumentaria,intermedio
E0796,completar_frase,P0446,,Completa: La palabra en náhuatl para 'sombrero' es _____,kuaseualoni,kuaseualoni|kuaxx|otro,indumentaria,intermedio
E0797,leer_escribir,P0447,,Lee la palabra en náhuatl 'tlakilolme' y escribe su traducción al español,frutas,,otras,intermedio
E0798,completar_frase,P0447,,Completa: La palabra en náhuatl para 'frutas' es _____,tlakilolme,tlakilolme|otro|tlaxx,otras,intermedio
E0799,leer_escribir,P0448,,Lee la palabra en náhuatl 'chalaui’tli' y escribe su traducción al español,chalahuite,,otras,intermedio
E0800,completar_frase,P0448,,Completa: La palabra en náhuatl para 'chalahuite' es _____,chalaui’tli,chalaui’tli|ilt’i|otro,otras,intermedio
E0801,leer_escribir,P0449,,Lee la palabra en náhuatl 'tolasno' y escribe su traducción al español,durazno,,saludos y tiempo,basico
E0802,completar_frase,P0449,,Completa: La palabra en náhuatl para 'durazno' es _____,tolasno,tolasno|tolxx|onsal,saludos y tiempo,basico
E0803,seleccionar_imagen,P0450,,Selecciona la imagen que representa 'anona’',guanábana,guanábana|casa|árbol|pájaro,frutas,basico
E0804,leer_escribir,P0450,,Lee la palabra en náhuatl 'anona’' y escribe su traducción al español,guanábana,,frutas,basico
E0805,seleccionar_imagen,P0451,,Selecciona la imagen que representa 'xalxokotl',guayaba,guayaba|gato|estrella|luna,frutas,intermedio
E0806,leer_escribir,P0451,,Lee la palabra en náhuatl 'xalxokotl' y escribe su traducción al español,guayaba,,frutas,intermedio
E0807,completar_frase,P0451,,Completa: La palabra en náhuatl para 'guayaba' es _____,xalxokotl,xalxokotl|otro|xalxx,frutas,intermedio
E0808,seleccionar_imagen,P0452,,Selecciona la imagen que representa 'xicamatl',jícama,jícama|árbol|luna|gato,frutas,intermedio
E0809,leer_escribir,P0452,,Lee la palabra en náhuatl 'xicamatl' y escribe su traducción al español,jícama,,frutas,intermedio
E0810,completar_frase,P0452,,Completa: La palabra en náhuatl para 'jícama' es _____,xicamatl,xicamatl|ltama|otro,frutas,intermedio
E0811,seleccionar_imagen,P0453,,Selecciona la imagen que representa 'tesontsapotl',mamey,mamey|casa|pájaro|gato,frutas,intermedio
E0812,leer_escribir,P0453,,Lee la palabra en náhuatl 'tesontsapotl' y escribe su traducción al español,mamey,,frutas,intermedio
E0813,completar_frase,P0453,,Completa: La palabra en náhuatl para 'mamey' es _____,tesontsapotl,tesontsapotl|tesxx|ltopa,frutas,intermedio
E0814,seleccionar_imagen,P0454,,Selecciona la imagen que representa 'xokotel',manzana,manzana|gato|pájaro|estrella,frutas,intermedio
E0815,leer_escribir,P0454,,Lee la palabra en náhuatl 'xokotel' y escribe su traducción al español,manzana,,frutas,intermedio
E0816,seleccionar_imagen,P0455,,Selecciona la imagen que representa 'melon',melón,melón|gato|casa|sol,frutas,basico
E0817,leer_escribir,P0455,,Lee la palabra en náhuatl 'melon' y escribe su traducción al español,melón,,frutas,basico
E0818,completar_frase,P0455,,Completa: La palabra en náhuatl para 'melón' es _____,melon,melon|otro|nolem,frutas,basico
E0819,seleccionar_imagen,P0456,,Selecciona la imagen que representa 'lalax',naranja,naranja|pájaro|luna|estrella,frutas,intermedio
E0820,leer_escribir,P0456,,Lee la palabra en náhuatl 'lalax' y escribe su traducción al español,naranja,,frutas,intermedio
E0821,seleccionar_imagen,P0457,,Selecciona la imagen que representa 'matsa’tle',piña,piña|estrella|casa|pájaro,frutas,intermedio
E0822,leer_escribir,P0457,,Lee la palabra en náhuatl 'matsa’tle' y escribe su traducción al español,piña,,frutas,intermedio
E0823,completar_frase,P0457,,Completa: La palabra en náhuatl para 'piña' es _____,matsa’tle,matsa’tle|elt’a|otro,frutas,intermedio
E0824,leer_escribir,P0458,,Lee la palabra en náhuatl 'xochi’kuali' y escribe su traducción al español,plátano,,saludos y tiempo,intermedio
E0825,completar_frase,P0458,,Completa: La palabra en náhuatl para 'plátano' es _____,xochi’kuali,xochi’kuali|ilauk|otro,saludos y tiempo,intermedio
E0826,seleccionar_imagen,P0459,,Selecciona la imagen que representa 'texokotl',tecojote,tecojote|sol|estrella|perro,partes del cuerpo,intermedio
E0827,leer_escribir,P0459,,Lee la palabra en náhuatl 'texokotl' y escribe su traducción al español,tecojote,,partes del cuerpo,intermedio
E0828,seleccionar_imagen,P0460,,Selecciona la imagen que representa 'nochtli',tunas,tunas|perro|víbora|árbol,frutas,intermedio
E0829,leer_escribir,P0460,,Lee la palabra en náhuatl 'nochtli' y escribe su traducción al español,tunas,,frutas,intermedio
E0830,seleccionar_imagen,P0461,,Selecciona la imagen que representa 'uatsap',uvas,uvas|gato|perro|árbol,frutas,intermedio
E0831,leer_escribir,P0461,,Lee la palabra en náhuatl 'uatsap' y escribe su traducción al español,uvas,,frutas,intermedio
E0832,seleccionar_imagen,P0462,,Selecciona la imagen que representa 'tsapotl',zapote,zapote|víbora|árbol|sol,frutas,intermedio
E0833,leer_escribir,P0462,,Lee la palabra en náhuatl 'tsapotl' y escribe su traducción al español,zapote,,frutas,intermedio
E0834,seleccionar_imagen,P0463,,Selecciona la imagen que representa 'kostsapotl',zapote amarillo,zapote amarillo|víbora|pájaro|sol,colores,intermedio
E0835,leer_escribir,P0463,,Lee la palabra en náhuatl 'kostsapotl' y escribe su traducción al español,zapote amarillo,,colores,intermedio
E0836,completar_frase,P0463,,Completa: La palabra en náhuatl para 'zapote amarillo' es _____,kostsapotl,kostsapotl|kosxx|otro,colores,intermedio
E0837,seleccionar_imagen,P0464,,Selecciona la imagen que representa 'tliltsapotl',zapote negro,zapote negro|víbora|gato|pájaro,colores,intermedio
E0838,leer_escribir,P0464,,Lee la palabra en náhuatl 'tliltsapotl' y escribe su traducción al español,zapote negro,,colores,intermedio
E0839,completar_frase,P0464,,Completa: La palabra en náhuatl para 'zapote negro' es _____,tliltsapotl,tliltsapotl|otro|tlixx,colores,intermedio
E0840,leer_escribir,P0465,,Lee la palabra en náhuatl 'tlasolkualonime' y escribe su traducción al español,vegetales,,otras,intermedio
E0841,completar_frase,P0465,,Completa: La palabra en náhuatl para 'vegetales' es _____,tlasolkualonime,tlasolkualonime|emino|tlaxx,otras,intermedio
E0842,leer_escribir,P0466,,Lee la palabra en náhuatl 'auakatl' y escribe su traducción al español,aguacate,,elementos de la naturaleza,intermedio
E0843,seleccionar_imagen,P0467,,Selecciona la imagen que representa 'sinayo’tli',calabaza,calabaza|pájaro|estrella|gato,vegetales y hierbas,intermedio
E0844,leer_escribir,P0467,,Lee la palabra en náhuatl 'sinayo’tli' y escribe su traducción al español,calabaza,,vegetales y hierbas,intermedio
E0845,completar_frase,P0467,,Completa: La palabra en náhuatl para 'calabaza' es _____,sinayo’tli,sinayo’tli|sinxx|otro,vegetales y hierbas,intermedio
